year,state,state_po,district,party,candidatevotes,totalvotes
2016,North Carolina,NC,3,republican,217531,323701
2016,North Carolina,NC,3,democrat,106170,323701
2016,North Carolina,NC,4,democrat,279380,409541
2016,North Carolina,NC,4,republican,130161,409541
2016,North Carolina,NC,5,republican,207625,355512
2016,North Carolina,NC,5,democrat,147887,355512
2016,North Carolina,NC,6,republican,207983,351150
2016,North Carolina,NC,6,democrat,143167,351150
2016,North Carolina,NC,7,democrat,135905,347706
2016,North Carolina,NC,7,republican,211801,347706
2016,North Carolina,NC,8,republican,189863,323045
2016,North Carolina,NC,8,democrat,133182,323045
2016,North Carolina,NC,9,democrat,139041,332493
2016,North Carolina,NC,9,republican,193452,332493
2016,North Carolina,NC,10,democrat,128919,349744
2016,North Carolina,NC,10,republican,220825,349744
2016,North Carolina,NC,11,republican,230405,359508
2016,North Carolina,NC,11,democrat,129103,359508
2016,North Carolina,NC,12,democrat,234115,349300
2016,North Carolina,NC,12,republican,115185,349300
2016,North Carolina,NC,13,republican,199443,355492
2016,North Carolina,NC,13,democrat,156049,355492
2016,North Dakota,ND,0,democrat,80377,338459
2016,North Dakota,ND,0,republican,233980,338459
2016,Ohio,OH,1,republican,210014,354788
2016,Ohio,OH,1,democrat,144644,354788
2016,Ohio,OH,2,republican,221193,340279
2016,Ohio,OH,2,democrat,111694,340279
2016,Ohio,OH,3,democrat,199791,291351
2016,Ohio,OH,3,republican,91560,291351
2016,Ohio,OH,4,republican,210227,309208
2016,Ohio,OH,4,democrat,98981,309208
2016,Ohio,OH,5,democrat,100392,344991
2016,Ohio,OH,5,republican,244599,344991
2016,Ohio,OH,6,democrat,88780,302755
2016,Ohio,OH,6,republican,213975,302755
2016,Ohio,OH,7,democrat,89638,309553
2016,Ohio,OH,7,republican,198221,309553
2016,Ohio,OH,8,republican,223833,325506
2016,Ohio,OH,8,democrat,87794,325506
2016,Ohio,OH,9,democrat,193966,282398
2016,Ohio,OH,9,republican,88427,282398
2016,Ohio,OH,10,republican,215724,336602
2016,Ohio,OH,10,democrat,109981,336602
2016,Ohio,OH,11,republican,59769,302686
2016,Ohio,OH,11,democrat,242917,302686
2016,Ohio,OH,12,republican,251266,377534
2016,Ohio,OH,12,democrat,112638,377534
2016,Ohio,OH,13,democrat,208610,308004
2016,Ohio,OH,13,republican,99377,308004
2016,Ohio,OH,14,republican,219191,350269
2016,Ohio,OH,14,democrat,130907,350269
2016,Ohio,OH,15,democrat,113960,336807
2016,Ohio,OH,15,republican,222847,336807
2016,Ohio,OH,16,democrat,119830,345624
2016,Ohio,OH,16,republican,225794,345624
2016,Oklahoma,OK,1,republican,1,1
2016,Oklahoma,OK,2,democrat,62387,268870
2016,Oklahoma,OK,2,republican,189839,268870
2016,Oklahoma,OK,3,democrat,63090,290615
2016,Oklahoma,OK,3,republican,227525,290615
2016,Oklahoma,OK,4,republican,204143,293189
2016,Oklahoma,OK,4,democrat,76472,293189
2016,Oklahoma,OK,5,republican,160184,280570
2016,Oklahoma,OK,5,democrat,103273,280570
2016,Oregon,OR,1,democrat,225391,378095
2016,Oregon,OR,1,republican,139756,378095
2016,Oregon,OR,2,republican,272952,380739
2016,Oregon,OR,2,democrat,106640,380739
2016,Oregon,OR,3,democrat,274687,382355
2016,Oregon,OR,4,republican,157743,397568
2016,Oregon,OR,4,democrat,220628,397568
2016,Oregon,OR,5,democrat,199505,373108
2016,Oregon,OR,5,republican,160443,373108
2016,Pennsylvania,PA,1,democrat,245791,299010
2016,Pennsylvania,PA,1,republican,53219,299010
2016,Pennsylvania,PA,2,democrat,322514,357645
2016,Pennsylvania,PA,2,republican,35131,357645
2016,Pennsylvania,PA,3,republican,244893,244893
2016,Pennsylvania,PA,4,democrat,113372,334000
2016,Pennsylvania,PA,4,republican,220628,334000
2016,Pennsylvania,PA,5,republican,206761,307843
2016,Pennsylvania,PA,5,democrat,101082,307843
2016,Pennsylvania,PA,6,democrat,155000,362469
2016,Pennsylvania,PA,6,republican,207469,362469
2016,Pennsylvania,PA,7,democrat,153824,379502
2016,Pennsylvania,PA,7,republican,225678,379502
2016,Pennsylvania,PA,8,democrat,173555,380818
2016,Pennsylvania,PA,8,republican,207263,380818
2016,Pennsylvania,PA,9,democrat,107985,294565
2016,Pennsylvania,PA,9,republican,186580,294565
2016,Pennsylvania,PA,10,democrat,89823,301105
2016,Pennsylvania,PA,10,republican,211282,301105
2016,Pennsylvania,PA,11,democrat,113800,313221
2016,Pennsylvania,PA,11,republican,199421,313221
2016,Pennsylvania,PA,12,republican,221851,359204
2016,Pennsylvania,PA,12,democrat,137353,359204
2016,Pennsylvania,PA,13,democrat,239316,239316
2016,Pennsylvania,PA,14,democrat,255293,343292
2016,Pennsylvania,PA,14,republican,87999,343292
2016,Pennsylvania,PA,15,democrat,124129,326474
2016,Pennsylvania,PA,15,republican,190618,326474
2016,Pennsylvania,PA,16,democrat,134586,313773
2016,Pennsylvania,PA,16,republican,168669,313773
2016,Pennsylvania,PA,17,democrat,157734,293164
2016,Pennsylvania,PA,17,republican,135430,293164
2016,Pennsylvania,PA,18,republican,293684,293684
2016,Rhode Island,RI,1,democrat,130534,202371
2016,Rhode Island,RI,1,republican,71023,202371
2016,Rhode Island,RI,2,republican,70301,229148
2016,Rhode Island,RI,2,democrat,133108,229148
2016,South Carolina,SC,1,republican,190410,325170
2016,South Carolina,SC,1,democrat,110539,325170
2016,South Carolina,SC,2,democrat,105306,304996
2016,South Carolina,SC,2,republican,183746,304996
2016,South Carolina,SC,3,democrat,72933,269540
2016,South Carolina,SC,3,republican,196325,269540
2016,South Carolina,SC,4,republican,198648,295670
2016,South Carolina,SC,4,democrat,91676,295670
2016,South Carolina,SC,5,democrat,105772,273006
2016,South Carolina,SC,5,republican,161669,273006
2016,South Carolina,SC,6,democrat,177947,253901
2016,South Carolina,SC,6,republican,70099,253901
2016,South Carolina,SC,7,republican,176468,289463
2016,South Carolina,SC,7,democrat,103454,289463
2016,South Dakota,SD,0,republican,237163,369973
2016,South Dakota,SD,0,democrat,132810,369973
2016,Tennessee,TN,1,democrat,39024,253025
2016,Tennessee,TN,1,republican,198293,253025
2016,Tennessee,TN,2,democrat,68401,280856
2016,Tennessee,TN,2,republican,212455,280856
2016,Tennessee,TN,3,democrat,76727,266006
2016,Tennessee,TN,3,republican,176613,266006
2016,Tennessee,TN,4,republican,165796,254937
2016,Tennessee,TN,4,democrat,89141,254937
2016,Tennessee,TN,5,republican,102433,273544
2016,Tennessee,TN,5,democrat,171111,273544
2016,Tennessee,TN,6,democrat,61995,284490
2016,Tennessee,TN,6,republican,202234,284490
2016,Tennessee,TN,7,republican,200407,277513
2016,Tennessee,TN,7,democrat,65226,277513
2016,Tennessee,TN,8,republican,194386,282733
2016,Tennessee,TN,8,democrat,70925,282733
2016,Tennessee,TN,9,republican,41123,217957
2016,Tennessee,TN,9,democrat,171631,217957
2016,Texas,TX,1,democrat,62847,260409
2016,Texas,TX,1,republican,192434,260409
2016,Texas,TX,2,democrat,100231,278236
2016,Texas,TX,2,republican,168692,278236
2016,Texas,TX,3,republican,193684,316467
2016,Texas,TX,3,democrat,109420,316467
2016,Texas,TX,4,republican,216643,246220
2016,Texas,TX,5,republican,155469,192875
2016,Texas,TX,6,democrat,106667,273296
2016,Texas,TX,6,republican,159444,273296
2016,Texas,TX,7,republican,143542,255533
2016,Texas,TX,7,democrat,111991,255533
2016,Texas,TX,8,republican,236379,236379
2016,Texas,TX,9,republican,36491,188523
2016,Texas,TX,9,democrat,152032,188523
2016,Texas,TX,10,democrat,120170,312600
2016,Texas,TX,10,republican,179221,312600
2016,Texas,TX,11,republican,201871,225548
2016,Texas,TX,12,republican,196482,283115
2016,Texas,TX,12,democrat,76029,283115
2016,Texas,TX,13,republican,199050,221242
2016,Texas,TX,14,democrat,99054,259685
2016,Texas,TX,14,republican,160631,259685
2016,Texas,TX,15,democrat,101712,177479
2016,Texas,TX,15,republican,66877,177479
2016,Texas,TX,16,democrat,150228,175229
2016,Texas,TX,17,republican,149417,245728
2016,Texas,TX,17,democrat,86603,245728
2016,Texas,TX,18,republican,48306,204308
2016,Texas,TX,18,democrat,150157,204308
2016,Texas,TX,19,republican,176314,203475
2016,Texas,TX,20,democrat,149640,187669
2016,Texas,TX,21,democrat,129765,356031
2016,Texas,TX,21,republican,202967,356031
2016,Texas,TX,22,democrat,123679,305543
2016,Texas,TX,22,republican,181864,305543
2016,Texas,TX,23,republican,110577,228965
2016,Texas,TX,23,democrat,107526,228965
2016,Texas,TX,24,republican,154845,275635
2016,Texas,TX,24,democrat,108389,275635
2016,Texas,TX,25,democrat,117073,310196
2016,Texas,TX,25,republican,180988,310196
2016,Texas,TX,26,democrat,94507,319080
2016,Texas,TX,26,republican,211730,319080
2016,Texas,TX,27,republican,142251,230580
2016,Texas,TX,27,democrat,88329,230580
2016,Texas,TX,28,democrat,122086,184442
2016,Texas,TX,28,republican,57740,184442
2016,Texas,TX,29,republican,31646,131982
2016,Texas,TX,29,democrat,95649,131982
2016,Texas,TX,30,democrat,170502,218826
2016,Texas,TX,30,republican,41518,218826
2016,Texas,TX,31,republican,166060,284588
2016,Texas,TX,31,democrat,103852,284588
2016,Texas,TX,32,republican,162868,229171
2016,Texas,TX,33,republican,33222,126369
2016,Texas,TX,33,democrat,93147,126369
2016,Texas,TX,34,democrat,104638,166961
2016,Texas,TX,34,republican,62323,166961
2016,Texas,TX,35,democrat,124612,197576
2016,Texas,TX,35,republican,62384,197576
2016,Texas,TX,36,republican,193675,218565
2016,Utah,UT,1,republican,182925,277451
2016,Utah,UT,1,democrat,73380,277451
2016,Utah,UT,2,republican,170524,276819
2016,Utah,UT,2,democrat,93778,276819
2016,Utah,UT,3,republican,209589,285305
2016,Utah,UT,3,democrat,75716,285305
2016,Utah,UT,4,democrat,113413,274569
2016,Utah,UT,4,republican,147597,274569
2016,Vermont,VT,0,democrat,264414,320467
2016,Virginia,VA,1,republican,230213,384601
2016,Virginia,VA,1,democrat,140785,384601
2016,Virginia,VA,2,republican,190475,310567
2016,Virginia,VA,2,democrat,119440,310567
2016,Virginia,VA,3,democrat,208337,312340
2016,Virginia,VA,3,republican,103289,312340
2016,Virginia,VA,4,republican,145731,346656
2016,Virginia,VA,4,democrat,200136,346656
2016,Virginia,VA,5,democrat,148339,356756
2016,Virginia,VA,5,republican,207758,356756
2016,Virginia,VA,6,democrat,112170,338409
2016,Virginia,VA,6,republican,225471,338409
2016,Virginia,VA,7,democrat,160159,379163
2016,Virginia,VA,7,republican,218057,379163
2016,Virginia,VA,8,republican,98387,360676
2016,Virginia,VA,8,democrat,246653,360676
2016,Virginia,VA,9,republican,212838,310314
2016,Virginia,VA,9,democrat,87877,310314
2016,Virginia,VA,10,republican,210791,400083
2016,Virginia,VA,10,democrat,187712,400083
2016,Virginia,VA,11,democrat,247818,282003
2016,Washington,WA,1,democrat,193619,349398
2016,Washington,WA,1,republican,155779,349398
2016,Washington,WA,2,republican,117094,325408
2016,Washington,WA,2,democrat,208314,325408
2016,Washington,WA,3,republican,193457,313277
2016,Washington,WA,3,democrat,119820,313277
2016,Washington,WA,4,republican,97402,229919
2016,Washington,WA,4,republican,132517,229919
2016,Washington,WA,5,republican,192959,323534
2016,Washington,WA,5,democrat,130575,323534
2016,Washington,WA,6,democrat,201718,327834
2016,Washington,WA,6,republican,126116,327834
2016,Washington,WA,7,democrat,166744,378754
2016,Washington,WA,7,democrat,212010,378754
2016,Washington,WA,8,republican,193145,320865
2016,Washington,WA,8,democrat,127720,320865
2016,Washington,WA,9,republican,76317,281482
2016,Washington,WA,9,democrat,205165,281482
2016,Washington,WA,10,democrat,170460,290564
2016,Washington,WA,10,republican,120104,290564
2016,West Virginia,WV,1,democrat,73534,237003
2016,West Virginia,WV,1,republican,163469,237003
2016,West Virginia,WV,2,democrat,101207,242014
2016,West Virginia,WV,2,republican,140807,242014
2016,West Virginia,WV,3,republican,140741,207332
2016,West Virginia,WV,3,democrat,49708,207332
2016,Wisconsin,WI,1,democrat,107003,354245
2016,Wisconsin,WI,1,republican,230072,354245
2016,Wisconsin,WI,2,democrat,273537,398060
2016,Wisconsin,WI,2,republican,124044,398060
2016,Wisconsin,WI,3,democrat,257401,260370
2016,Wisconsin,WI,4,democrat,220181,286909
2016,Wisconsin,WI,5,republican,260706,390844
2016,Wisconsin,WI,5,democrat,114477,390844
2016,Wisconsin,WI,6,democrat,133072,357183
2016,Wisconsin,WI,6,republican,204147,357183
2016,Wisconsin,WI,7,democrat,138643,362271
2016,Wisconsin,WI,7,republican,223418,362271
2016,Wisconsin,WI,8,republican,227892,363780
2016,Wisconsin,WI,8,democrat,135682,363780
2016,Wyoming,WY,0,democrat,75466,258788
2016,Wyoming,WY,0,republican,156176,258788
2018,Alabama,AL,1,democrat,89226,242617
2018,Alabama,AL,1,republican,153228,242617
2018,Alabama,AL,2,republican,138879,226230
2018,Alabama,AL,2,democrat,86931,226230
2018,Alabama,AL,3,republican,147770,231915
2018,Alabama,AL,3,democrat,83996,231915
2018,Alabama,AL,4,republican,184255,230969
2018,Alabama,AL,4,democrat,46492,230969
2018,Alabama,AL,5,republican,159063,260673
2018,Alabama,AL,5,democrat,101388,260673
2018,Alabama,AL,6,republican,192542,278328
2018,Alabama,AL,6,democrat,85644,278328
2018,Alabama,AL,7,democrat,185010,189163
2018,Alaska,AK,0,democrat,131199,282166
2018,Alaska,AK,0,republican,149779,282166
2018,Arizona,AZ,1,republican,122784,266089
2018,Arizona,AZ,1,democrat,143240,266089
2018,Arizona,AZ,2,republican,133083,294152
2018,Arizona,AZ,2,democrat,161000,294152
2018,Arizona,AZ,3,republican,64868,179518
2018,Arizona,AZ,3,democrat,114650,179518
2018,Arizona,AZ,4,republican,188842,277035
2018,Arizona,AZ,4,democrat,84521,277035
2018,Arizona,AZ,5,republican,186037,313064
2018,Arizona,AZ,5,democrat,127027,313064
2018,Arizona,AZ,6,republican,173140,313699
2018,Arizona,AZ,6,democrat,140559,313699
2018,Arizona,AZ,7,democrat,113044,132051
2018,Arizona,AZ,8,republican,168835,304417
2018,Arizona,AZ,8,democrat,135569,304417
2018,Arizona,AZ,9,republican,101662,261245
2018,Arizona,AZ,9,democrat,159583,261245
2018,Arkansas,AR,1,republican,138757,201245
2018,Arkansas,AR,1,democrat,57907,201245
2018,Arkansas,AR,2,republican,132125,253453
2018,Arkansas,AR,2,democrat,116135,253453
2018,Arkansas,AR,3,democrat,74952,229708
2018,Arkansas,AR,3,republican,148717,229708
2018,Arkansas,AR,4,democrat,63984,204892
2018,Arkansas,AR,4,republican,136740,204892
2018,California,CA,1,democrat,131548,291594
2018,California,CA,1,republican,160046,291594
2018,California,CA,2,republican,72576,315657
2018,California,CA,2,democrat,243081,315657
2018,California,CA,3,republican,97376,232251
2018,California,CA,3,democrat,134875,232251
2018,California,CA,4,democrat,156253,340654
2018,California,CA,4,republican,184401,340654
2018,California,CA,5,democrat,205860,261018
2018,California,CA,6,democrat,162411,201939
2018,California,CA,6,democrat,39528,201939
2018,California,CA,7,democrat,155016,281617
2018,California,CA,7,republican,126601,281617
2018,California,CA,8,republican,102415,170785
2018,California,CA,8,republican,68370,170785
2018,California,CA,9,democrat,113414,200763
2018,California,CA,9,republican,87349,200763
2018,California,CA,10,republican,105955,221900
2018,California,CA,10,democrat,115945,221900
2018,California,CA,11,republican,71312,275681
2018,California,CA,11,democrat,204369,275681
2018,California,CA,12,republican,41780,317072
2018,California,CA,12,democrat,275292,317072
2018,California,CA,13,democrat,260580,294837
2018,California,CA,14,republican,55439,266823
2018,California,CA,14,democrat,211384,266823
2018,California,CA,15,democrat,177989,243929
2018,California,CA,15,republican,65940,243929
2018,California,CA,16,republican,60693,142959
2018,California,CA,16,democrat,82266,142959
2018,California,CA,17,democrat,159105,211162
2018,California,CA,17,republican,52057,211162
2018,California,CA,18,democrat,225142,302238
2018,California,CA,18,republican,77096,302238
2018,California,CA,19,republican,57823,220319
2018,California,CA,19,democrat,162496,220319
2018,California,CA,20,democrat,183677,225721
2018,California,CA,21,republican,56377,113616
2018,California,CA,21,democrat,57239,113616
2018,California,CA,22,democrat,105136,222379
2018,California,CA,22,republican,117243,222379
2018,California,CA,23,republican,131113,205774
2018,California,CA,23,democrat,74661,205774
2018,California,CA,24,republican,117881,284431
2018,California,CA,24,democrat,166550,284431
2018,California,CA,25,democrat,133209,245022
2018,California,CA,25,republican,111813,245022
2018,California,CA,26,republican,97210,255426
2018,California,CA,26,democrat,158216,255426
2018,California,CA,27,democrat,42132,202636
2018,California,CA,27,democrat,160504,202636
2018,California,CA,28,democrat,196662,250934
2018,California,CA,28,republican,54272,250934
2018,California,CA,29,republican,29995,154692
2018,California,CA,29,democrat,124697,154692
2018,California,CA,30,democrat,191573,260993
2018,California,CA,30,republican,69420,260993
2018,California,CA,31,democrat,110143,187495
2018,California,CA,31,republican,77352,187495
2018,California,CA,32,democrat,121759,177031
2018,California,CA,32,republican,55272,177031
2018,California,CA,33,republican,93769,312860
2018,California,CA,33,democrat,219091,312860
2018,California,CA,34,democrat,110195,151906
2018,California,CA,35,republican,45604,149024
2018,California,CA,35,democrat,103420,149024
2018,California,CA,36,republican,84839,207008
2018,California,CA,36,democrat,122169,207008
2018,California,CA,37,democrat,210555,236378
2018,California,CA,37,republican,25823,236378
2018,California,CA,38,democrat,139188,202156
2018,California,CA,38,republican,62968,202156
2018,California,CA,39,democrat,126002,244393
2018,California,CA,39,republican,118391,244393
2018,California,CA,40,democrat,93938,121449
2018,California,CA,41,republican,58021,166248
2018,California,CA,41,democrat,108227,166248
2018,California,CA,42,democrat,100892,231932
2018,California,CA,42,republican,131040,231932
2018,California,CA,43,democrat,152272,196052
2018,California,CA,43,republican,43780,196052
2018,California,CA,44,democrat,45378,143322
2018,California,CA,44,democrat,97944,143322
2018,California,CA,45,democrat,158906,305289
2018,California,CA,45,republican,146383,305289
2018,California,CA,46,democrat,102278,147916
2018,California,CA,46,republican,45638,147916
2018,California,CA,47,democrat,143354,221036
2018,California,CA,47,republican,77682,221036
2018,California,CA,48,republican,136899,294736
2018,California,CA,48,democrat,157837,294736
2018,California,CA,49,republican,128577,295030
2018,California,CA,49,democrat,166453,295030
2018,California,CA,50,democrat,125448,259810
2018,California,CA,50,republican,134362,259810
2018,California,CA,51,republican,44301,153828
2018,California,CA,51,democrat,109527,153828
2018,California,CA,52,republican,107015,296007
2018,California,CA,52,democrat,188992,296007
2018,California,CA,53,republican,83127,268794
2018,California,CA,53,democrat,185667,268794
2018,Colorado,CO,1,republican,85207,369693
2018,Colorado,CO,1,democrat,272886,369693
2018,Colorado,CO,2,democrat,259608,430614
2018,Colorado,CO,2,republican,144901,430614
2018,Colorado,CO,3,republican,173205,336189
2018,Colorado,CO,3,democrat,146426,336189
2018,Colorado,CO,4,democrat,145544,369582
2018,Colorado,CO,4,republican,224038,369582
2018,Colorado,CO,5,democrat,126848,322645
2018,Colorado,CO,5,republican,184002,322645
2018,Colorado,CO,6,republican,148685,346817
2018,Colorado,CO,6,democrat,187639,346817
2018,Colorado,CO,7,democrat,204260,338006
2018,Colorado,CO,7,republican,119734,338006
2018,Connecticut,CT,1,democrat,166155,274140
2018,Connecticut,CT,1,republican,96024,274140
2018,Connecticut,CT,2,democrat,167659,289114
2018,Connecticut,CT,2,republican,102483,289114
2018,Connecticut,CT,3,democrat,163211,270239
2018,Connecticut,CT,3,republican,95667,270239
2018,Connecticut,CT,4,democrat,168726,275651
2018,Connecticut,CT,4,republican,103175,275651
2018,Connecticut,CT,5,democrat,142901,270664
2018,Connecticut,CT,5,republican,115146,270664
2018,Delaware,DE,0,democrat,227353,352737
2018,Delaware,DE,0,republican,125384,352737
2018,Florida,FL,1,democrat,106199,322388
2018,Florida,FL,1,republican,216189,322388
2018,Florida,FL,2,democrat,96233,295568
2018,Florida,FL,2,republican,199335,295568
2018,Florida,FL,3,republican,176616,306496
2018,Florida,FL,3,democrat,129880,306496
2018,Florida,FL,4,democrat,123351,381249
2018,Florida,FL,4,republican,248420,381249
2018,Florida,FL,5,democrat,180527,270326
2018,Florida,FL,5,republican,89799,270326
2018,Florida,FL,6,republican,187891,333649
2018,Florida,FL,6,democrat,145758,333649
2018,Florida,FL,7,republican,134285,317398
2018,Florida,FL,7,democrat,183113,317398
2018,Florida,FL,8,republican,218112,360527
2018,Florida,FL,8,democrat,142415,360527
2018,Florida,FL,9,democrat,172172,296737
2018,Florida,FL,9,republican,124565,296737
2018,Florida,FL,10,democrat,1,1
2018,Florida,FL,11,democrat,128053,367506
2018,Florida,FL,11,republican,239395,367506
2018,Florida,FL,12,democrat,132844,334918
2018,Florida,FL,12,republican,194564,334918
2018,Florida,FL,13,democrat,182717,316971
2018,Florida,FL,13,republican,134254,316971
2018,Florida,FL,14,democrat,1,1
2018,Florida,FL,15,democrat,134132,285532
2018,Florida,FL,15,republican,151380,285532
2018,Florida,FL,16,democrat,164463,361946
2018,Florida,FL,16,republican,197483,361946
2018,Florida,FL,17,democrat,117194,310520
2018,Florida,FL,17,republican,193326,310520
2018,Florida,FL,18,republican,185905,342359
2018,Florida,FL,18,democrat,156454,342359
2018,Florida,FL,19,democrat,128106,339607
2018,Florida,FL,19,republican,211465,339607
2018,Florida,FL,20,democrat,202659,202824
2018,Florida,FL,21,democrat,1,1
2018,Florida,FL,22,republican,113049,297683
2018,Florida,FL,22,democrat,184634,297683
2018,Florida,FL,23,democrat,161611,276366
2018,Florida,FL,23,republican,99446,276366
2018,Florida,FL,24,democrat,1,1
2018,Florida,FL,25,republican,128672,212845
2018,Florida,FL,25,democrat,84173,212845
2018,Florida,FL,26,republican,115678,235475
2018,Florida,FL,26,democrat,119797,235475
2018,Florida,FL,27,democrat,130743,252586
2018,Florida,FL,27,republican,115588,252586
2018,Georgia,GA,1,republican,144741,250683
2018,Georgia,GA,1,democrat,105942,250683
2018,Georgia,GA,2,republican,92472,229171
2018,Georgia,GA,2,democrat,136699,229171
2018,Georgia,GA,3,republican,191996,293006
2018,Georgia,GA,3,democrat,101010,293006
2018,Georgia,GA,4,republican,61092,288809
2018,Georgia,GA,4,democrat,227717,288809
2018,Georgia,GA,5,democrat,275406,275406
2018,Georgia,GA,6,republican,156875,317014
2018,Georgia,GA,6,democrat,160139,317014
2018,Georgia,GA,7,republican,140430,280441
2018,Georgia,GA,7,democrat,140011,280441
2018,Georgia,GA,8,republican,198152,198152
2018,Georgia,GA,9,republican,224661,282573
2018,Georgia,GA,9,democrat,57912,282573
2018,Georgia,GA,10,republican,190396,302735
2018,Georgia,GA,10,democrat,112339,302735
2018,Georgia,GA,11,republican,191887,310540
2018,Georgia,GA,11,democrat,118653,310540
2018,Georgia,GA,12,republican,148986,250489
2018,Georgia,GA,12,democrat,101503,250489
2018,Georgia,GA,13,republican,69760,292917
2018,Georgia,GA,13,democrat,223157,292917
2018,Georgia,GA,14,republican,175743,229724
2018,Georgia,GA,14,democrat,53981,229724
2018,Hawaii,HI,1,democrat,134650,184211
2018,Hawaii,HI,1,republican,42498,184211
2018,Hawaii,HI,2,democrat,153271,198121
2018,Hawaii,HI,2,republican,44850,198121
2018,Idaho,ID,1,republican,197719,315069
2018,Idaho,ID,1,democrat,96922,315069
2018,Idaho,ID,2,republican,170274,280655
2018,Idaho,ID,2,democrat,110381,280655
2018,Illinois,IL,1,democrat,189560,257885
2018,Illinois,IL,1,republican,50960,257885
2018,Illinois,IL,2,republican,44567,235251
2018,Illinois,IL,2,democrat,190684,235251
2018,Illinois,IL,3,republican,57885,223334
2018,Illinois,IL,3,democrat,163053,223334
2018,Illinois,IL,4,democrat,143895,166189
2018,Illinois,IL,4,republican,22294,166189
2018,Illinois,IL,5,democrat,213992,279131
2018,Illinois,IL,5,republican,65134,279131
2018,Illinois,IL,6,republican,146445,315446
2018,Illinois,IL,6,democrat,169001,315446
2018,Illinois,IL,7,republican,30497,246243
2018,Illinois,IL,7,democrat,215746,246243
2018,Illinois,IL,8,republican,67073,197127
2018,Illinois,IL,8,democrat,130054,197127
2018,Illinois,IL,9,democrat,213368,290351
2018,Illinois,IL,9,republican,76983,290351
2018,Illinois,IL,10,democrat,156540,238664
2018,Illinois,IL,10,republican,82124,238664
2018,Illinois,IL,11,democrat,145407,227765
2018,Illinois,IL,11,republican,82358,227765
2018,Illinois,IL,12,democrat,118724,261543
2018,Illinois,IL,12,republican,134884,261543
2018,Illinois,IL,13,democrat,134458,270981
2018,Illinois,IL,13,republican,136516,270981
2018,Illinois,IL,14,democrat,156035,297199
2018,Illinois,IL,14,republican,141164,297199
2018,Illinois,IL,15,republican,181294,255608
2018,Illinois,IL,15,democrat,74309,255608
2018,Illinois,IL,16,republican,151254,255825
