year,state,state_po,district,party,candidatevotes,totalvotes
2018,Illinois,IL,16,democrat,104569,255825
2018,Illinois,IL,17,democrat,142659,229749
2018,Illinois,IL,17,republican,87090,229749
2018,Illinois,IL,18,republican,195927,291413
2018,Illinois,IL,18,democrat,95486,291413
2018,Indiana,IN,1,democrat,159611,245209
2018,Indiana,IN,1,republican,85594,245209
2018,Indiana,IN,2,republican,125499,228889
2018,Indiana,IN,2,democrat,103363,228889
2018,Indiana,IN,3,republican,158927,245537
2018,Indiana,IN,3,democrat,86610,245537
2018,Indiana,IN,4,republican,156539,244363
2018,Indiana,IN,4,democrat,87824,244363
2018,Indiana,IN,5,republican,180035,317177
2018,Indiana,IN,5,democrat,137142,317177
2018,Indiana,IN,6,republican,154260,241726
2018,Indiana,IN,6,democrat,79430,241726
2018,Indiana,IN,7,democrat,141139,217596
2018,Indiana,IN,7,republican,76457,217596
2018,Indiana,IN,8,republican,157396,244291
2018,Indiana,IN,8,democrat,86895,244291
2018,Indiana,IN,9,republican,153271,271361
2018,Indiana,IN,9,democrat,118090,271361
2018,Iowa,IA,1,republican,153442,334243
2018,Iowa,IA,1,democrat,170342,334243
2018,Iowa,IA,2,republican,133287,312913
2018,Iowa,IA,2,democrat,171446,312913
2018,Iowa,IA,3,republican,167933,356241
2018,Iowa,IA,3,democrat,175642,356241
2018,Iowa,IA,4,republican,157676,313251
2018,Iowa,IA,4,democrat,147246,313251
2018,Kansas,KS,1,democrat,71558,224640
2018,Kansas,KS,1,republican,153082,224640
2018,Kansas,KS,2,democrat,123859,264688
2018,Kansas,KS,2,republican,126098,264688
2018,Kansas,KS,3,republican,139762,318301
2018,Kansas,KS,3,democrat,170518,318301
2018,Kansas,KS,4,democrat,98445,242693
2018,Kansas,KS,4,republican,144248,242693
2018,Kentucky,KY,1,republican,172167,251016
2018,Kentucky,KY,1,democrat,78849,251016
2018,Kentucky,KY,2,republican,171700,257345
2018,Kentucky,KY,2,democrat,79964,257345
2018,Kentucky,KY,3,democrat,173002,278720
2018,Kentucky,KY,3,republican,101930,278720
2018,Kentucky,KY,4,republican,162946,261812
2018,Kentucky,KY,4,democrat,90536,261812
2018,Kentucky,KY,5,republican,172093,218017
2018,Kentucky,KY,5,democrat,45890,218017
2018,Kentucky,KY,6,republican,154468,302888
2018,Kentucky,KY,6,democrat,144736,302888
2018,Louisiana,LA,1,democrat,18560,269325
2018,Louisiana,LA,1,democrat,8688,269325
2018,Louisiana,LA,1,democrat,44273,269325
2018,Louisiana,LA,1,republican,192555,269325
2018,Louisiana,LA,2,democrat,190182,235982
2018,Louisiana,LA,3,democrat,13477,245943
2018,Louisiana,LA,3,republican,31387,245943
2018,Louisiana,LA,3,republican,136876,245943
2018,Louisiana,LA,3,democrat,43729,245943
2018,Louisiana,LA,3,democrat,9692,245943
2018,Louisiana,LA,3,democrat,7815,245943
2018,Louisiana,LA,4,republican,139326,216872
2018,Louisiana,LA,4,democrat,72934,216872
2018,Louisiana,LA,5,republican,149018,223946
2018,Louisiana,LA,5,democrat,67118,223946
2018,Louisiana,LA,6,democrat,55089,268525
2018,Louisiana,LA,6,republican,186553,268525
2018,Louisiana,LA,6,democrat,21627,268525
2018,Maine,ME,1,republican,111188,342053
2018,Maine,ME,1,democrat,201195,342053
2018,Maine,ME,2,democrat,139231,281371
2018,Maine,ME,2,republican,136326,281371
2018,Maryland,MD,1,republican,183662,198965
2018,Maryland,MD,1,democrat,116631,198965
2018,Maryland,MD,2,democrat,167201,163502
2018,Maryland,MD,2,republican,77782,163502
2018,Maryland,MD,3,republican,82774,190528
2018,Maryland,MD,3,democrat,202407,190528
2018,Maryland,MD,4,democrat,209642,167362
2018,Maryland,MD,4,republican,53327,167362
2018,Maryland,MD,5,democrat,213796,196483
2018,Maryland,MD,5,republican,82361,196483
2018,Maryland,MD,6,republican,105209,188146
2018,Maryland,MD,6,democrat,163346,188146
2018,Maryland,MD,7,democrat,202345,160698
2018,Maryland,MD,7,republican,56266,160698
2018,Maryland,MD,8,democrat,217679,205535
2018,Maryland,MD,8,republican,96525,205535
2018,Massachusetts,MA,1,democrat,211790,216900
2018,Massachusetts,MA,2,democrat,191332,284893
2018,Massachusetts,MA,2,republican,93391,284893
2018,Massachusetts,MA,3,democrat,173175,279327
2018,Massachusetts,MA,3,republican,93445,279327
2018,Massachusetts,MA,4,democrat,245289,251016
2018,Massachusetts,MA,5,democrat,236243,311324
2018,Massachusetts,MA,5,republican,74856,311324
2018,Massachusetts,MA,6,democrat,217703,333975
2018,Massachusetts,MA,6,republican,104798,333975
2018,Massachusetts,MA,7,democrat,216559,220411
2018,Massachusetts,MA,8,democrat,259159,263307
2018,Massachusetts,MA,9,democrat,192347,323928
2018,Massachusetts,MA,9,republican,131463,323928
2018,Michigan,MI,1,republican,187251,332497
2018,Michigan,MI,1,democrat,145246,332497
2018,Michigan,MI,2,republican,168970,305463
2018,Michigan,MI,2,democrat,131254,305463
2018,Michigan,MI,3,democrat,134185,310740
2018,Michigan,MI,3,republican,169107,310740
2018,Michigan,MI,4,democrat,106540,285050
2018,Michigan,MI,4,republican,178510,285050
2018,Michigan,MI,5,democrat,164502,276413
2018,Michigan,MI,5,republican,99265,276413
2018,Michigan,MI,6,republican,147436,293438
2018,Michigan,MI,6,democrat,134082,293438
2018,Michigan,MI,7,democrat,136330,295060
2018,Michigan,MI,7,republican,158730,295060
2018,Michigan,MI,8,democrat,172880,341593
2018,Michigan,MI,8,republican,159782,341593
2018,Michigan,MI,9,democrat,181734,304563
2018,Michigan,MI,9,republican,112123,304563
2018,Michigan,MI,10,democrat,106061,303064
2018,Michigan,MI,10,republican,182808,303064
2018,Michigan,MI,11,democrat,181912,350901
2018,Michigan,MI,11,republican,158463,350901
2018,Michigan,MI,12,democrat,200588,294628
2018,Michigan,MI,12,republican,85115,294628
2018,Michigan,MI,13,democrat,165355,196299
2018,Michigan,MI,14,democrat,214334,264994
2018,Michigan,MI,14,republican,45899,264994
2018,Minnesota,MN,1,republican,146200,291661
2018,Minnesota,MN,1,democratic-farmer-labor,144885,291661
2018,Minnesota,MN,2,republican,159344,337968
2018,Minnesota,MN,2,democratic-farmer-labor,177958,337968
2018,Minnesota,MN,3,republican,160839,363949
2018,Minnesota,MN,3,democratic-farmer-labor,202404,363949
2018,Minnesota,MN,4,republican,97747,328614
2018,Minnesota,MN,4,democratic-farmer-labor,216865,328614
2018,Minnesota,MN,5,republican,74440,343358
2018,Minnesota,MN,5,democratic-farmer-labor,267703,343358
2018,Minnesota,MN,6,republican,192931,315726
2018,Minnesota,MN,6,democratic-farmer-labor,122332,315726
2018,Minnesota,MN,7,republican,134668,281509
2018,Minnesota,MN,7,democratic-farmer-labor,146672,281509
2018,Minnesota,MN,8,republican,159364,314211
2018,Minnesota,MN,8,democratic-farmer-labor,141950,314211
2018,Mississippi,MS,1,republican,158245,236521
2018,Mississippi,MS,1,democrat,76601,236521
2018,Mississippi,MS,2,democrat,158921,221379
2018,Mississippi,MS,3,democrat,94461,257271
2018,Mississippi,MS,3,republican,160284,257271
2018,Mississippi,MS,4,democrat,68787,223732
2018,Mississippi,MS,4,republican,152633,223732
2018,Missouri,MO,1,republican,45867,274375
2018,Missouri,MO,1,democrat,219781,274375
2018,Missouri,MO,2,republican,192477,376066
2018,Missouri,MO,2,democrat,177611,376066
2018,Missouri,MO,3,republican,211243,324608
2018,Missouri,MO,3,democrat,106589,324608
2018,Missouri,MO,4,republican,190138,293316
2018,Missouri,MO,4,democrat,95968,293316
2018,Missouri,MO,5,republican,101069,283785
2018,Missouri,MO,5,democrat,175019,283785
2018,Missouri,MO,6,republican,199796,305409
2018,Missouri,MO,6,democrat,97660,305409
2018,Missouri,MO,7,republican,196343,296455
2018,Missouri,MO,7,democrat,89190,296455
2018,Missouri,MO,8,republican,194042,264399
2018,Missouri,MO,8,democrat,66151,264399
2018,Montana,MT,0,republican,256661,504421
2018,Montana,MT,0,democrat,233284,504421
2018,Nebraska,NE,1,republican,141712,234781
2018,Nebraska,NE,1,democrat,93069,234781
2018,Nebraska,NE,2,republican,126715,248485
2018,Nebraska,NE,2,democrat,121770,248485
2018,Nebraska,NE,3,republican,163650,213304
2018,Nebraska,NE,3,democrat,49654,213304
2018,Nevada,NV,1,democrat,100707,152201
2018,Nevada,NV,1,republican,46978,152201
2018,Nevada,NV,2,republican,167435,287537
2018,Nevada,NV,2,democrat,120102,287537
2018,Nevada,NV,3,democrat,148501,286168
2018,Nevada,NV,3,republican,122566,286168
2018,Nevada,NV,4,democrat,121962,234868
2018,Nevada,NV,4,republican,102748,234868
2018,New Hampshire,NH,1,republican,130996,291039
2018,New Hampshire,NH,1,democrat,155884,291039
2018,New Hampshire,NH,2,republican,117990,279705
2018,New Hampshire,NH,2,democrat,155358,279705
2018,New Jersey,NJ,1,democrat,169628,263418
2018,New Jersey,NJ,1,republican,87617,263418
2018,New Jersey,NJ,2,democrat,136685,258363
2018,New Jersey,NJ,2,republican,116866,258363
2018,New Jersey,NJ,3,democrat,153473,306875
2018,New Jersey,NJ,3,republican,149500,306875
2018,New Jersey,NJ,4,republican,163065,294348
2018,New Jersey,NJ,4,democrat,126766,294348
2018,New Jersey,NJ,5,democrat,169546,301823
2018,New Jersey,NJ,5,republican,128255,301823
2018,New Jersey,NJ,6,democrat,140752,221195
2018,New Jersey,NJ,6,republican,80443,221195
2018,New Jersey,NJ,7,democrat,166985,322742
2018,New Jersey,NJ,7,republican,150785,322742
2018,New Jersey,NJ,8,democrat,119881,153455
2018,New Jersey,NJ,8,republican,28725,153455
2018,New Jersey,NJ,9,democrat,140832,200416
2018,New Jersey,NJ,9,republican,57854,200416
2018,New Jersey,NJ,10,democrat,175253,200159
2018,New Jersey,NJ,10,republican,20191,200159
2018,New Jersey,NJ,11,democrat,183684,323574
2018,New Jersey,NJ,11,republican,136322,323574
2018,New Jersey,NJ,12,democrat,173334,252375
2018,New Jersey,NJ,12,republican,79041,252375
2018,New Mexico,NM,1,democrat,147336,249162
2018,New Mexico,NM,1,republican,90507,249162
2018,New Mexico,NM,2,democrat,101489,199256
2018,New Mexico,NM,2,republican,97767,199256
2018,New Mexico,NM,3,democrat,155201,244893
2018,New Mexico,NM,3,republican,76427,244893
2018,New York,NY,1,democrat,124213,270053
2018,New York,NY,1,republican,121562,270053
2018,New York,NY,2,democrat,108803,241217
2018,New York,NY,2,republican,112565,241217
2018,New York,NY,3,democrat,149937,267062
2018,New York,NY,3,republican,98716,267062
2018,New York,NY,4,democrat,156728,260206
2018,New York,NY,4,republican,90306,260206
2018,New York,NY,5,democrat,160500,161471
2018,New York,NY,6,democrat,104293,123421
2018,New York,NY,7,democrat,134125,157302
2018,New York,NY,8,democrat,170850,191567
2018,New York,NY,9,democrat,167269,203423
2018,New York,NY,9,republican,18702,203423
2018,New York,NY,10,democrat,162131,210958
2018,New York,NY,10,republican,33692,210958
2018,New York,NY,11,democrat,96850,192173
2018,New York,NY,11,republican,80440,192173
2018,New York,NY,12,democrat,205858,251877
2018,New York,NY,12,republican,30446,251877
2018,New York,NY,13,democrat,171341,190688
2018,New York,NY,13,republican,9535,190688
2018,New York,NY,14,democrat,110318,141204
2018,New York,NY,14,republican,19202,141204
2018,New York,NY,15,democrat,122007,129751
2018,New York,NY,15,republican,4566,129751
2018,New York,NY,16,democrat,172815,183356
2018,New York,NY,17,democrat,159923,193841
2018,New York,NY,18,democrat,126368,251690
2018,New York,NY,18,republican,96345,251690
2018,New York,NY,19,democrat,135582,287986
2018,New York,NY,19,republican,112304,287986
2018,New York,NY,20,democrat,161330,266014
2018,New York,NY,20,republican,89058,266014
2018,New York,NY,21,democrat,93394,235267
2018,New York,NY,21,republican,116433,235267
2018,New York,NY,22,democrat,116001,251212
2018,New York,NY,22,republican,110125,251212
2018,New York,NY,23,democrat,100914,240374
2018,New York,NY,23,republican,114722,240374
2018,New York,NY,24,democrat,115902,260477
2018,New York,NY,24,republican,113538,260477
2018,New York,NY,25,democrat,147979,270120
2018,New York,NY,25,republican,91342,270120
2018,New York,NY,26,democrat,156968,230663
2018,New York,NY,26,republican,61488,230663
2018,New York,NY,27,democrat,128167,285300
2018,New York,NY,27,republican,114506,285300
2018,North Carolina,NC,1,democrat,190457,272675
2018,North Carolina,NC,1,republican,82218,272675
2018,North Carolina,NC,2,republican,170072,331704
2018,North Carolina,NC,2,democrat,151977,331704
2018,North Carolina,NC,3,republican,187901,187901
2018,North Carolina,NC,4,democrat,247067,341403
2018,North Carolina,NC,4,republican,82052,341403
2018,North Carolina,NC,5,republican,159917,280385
2018,North Carolina,NC,5,democrat,120468,280385
2018,North Carolina,NC,6,republican,160709,284360
2018,North Carolina,NC,6,democrat,123651,284360
2018,North Carolina,NC,7,republican,156809,282312
2018,North Carolina,NC,7,democrat,120838,282312
2018,North Carolina,NC,8,republican,141402,255521
2018,North Carolina,NC,8,democrat,114119,255521
2018,North Carolina,NC,9,republican,139246,282717
2018,North Carolina,NC,9,democrat,138341,282717
2018,North Carolina,NC,10,republican,164969,278228
2018,North Carolina,NC,10,democrat,113259,278228
2018,North Carolina,NC,11,republican,178012,300666
2018,North Carolina,NC,11,democrat,116508,300666
2018,North Carolina,NC,12,democrat,203974,279138
2018,North Carolina,NC,12,republican,75164,279138
2018,North Carolina,NC,13,republican,147570,286316
2018,North Carolina,NC,13,democrat,130402,286316
2018,North Dakota,ND,0,republican,193568,321532
2018,North Dakota,ND,0,democratic-npl,114377,321532
2018,Ohio,OH,1,republican,154409,300871
2018,Ohio,OH,1,democrat,141118,300871
2018,Ohio,OH,2,democrat,119333,289661
2018,Ohio,OH,2,republican,166714,289661
2018,Ohio,OH,3,democrat,181575,246677
2018,Ohio,OH,3,republican,65040,246677
2018,Ohio,OH,4,democrat,89412,257405
2018,Ohio,OH,4,republican,167993,257405
2018,Ohio,OH,5,democrat,99655,283617
2018,Ohio,OH,5,republican,176569,283617
2018,Ohio,OH,6,republican,172774,249490
2018,Ohio,OH,6,democrat,76716,249490
2018,Ohio,OH,7,republican,153117,260653
2018,Ohio,OH,7,democrat,107536,260653
2018,Ohio,OH,8,republican,173852,261133
2018,Ohio,OH,8,democrat,87281,261133
2018,Ohio,OH,9,democrat,157219,231937
2018,Ohio,OH,9,republican,74670,231937
2018,Ohio,OH,10,democrat,118785,281726
2018,Ohio,OH,10,republican,157554,281726
2018,Ohio,OH,11,democrat,206138,250660
2018,Ohio,OH,11,republican,44486,250660
2018,Ohio,OH,12,republican,175677,341647
2018,Ohio,OH,12,democrat,161251,341647
2018,Ohio,OH,13,republican,98047,251370
2018,Ohio,OH,13,democrat,153323,251370
2018,Ohio,OH,14,republican,169809,307358
2018,Ohio,OH,14,democrat,137549,307358
2018,Ohio,OH,15,democrat,116112,292443
2018,Ohio,OH,15,republican,170593,292443
2018,Ohio,OH,16,republican,170029,299710
2018,Ohio,OH,16,democrat,129681,299710
2018,Oklahoma,OK,1,republican,150129,253171
2018,Oklahoma,OK,1,democrat,103042,253171
2018,Oklahoma,OK,2,republican,140451,216002
2018,Oklahoma,OK,2,democrat,65021,216002
2018,Oklahoma,OK,3,republican,172913,234065
2018,Oklahoma,OK,3,democrat,61152,234065
2018,Oklahoma,OK,4,republican,149227,236638
2018,Oklahoma,OK,4,democrat,78088,236638
2018,Oklahoma,OK,5,republican,117811,238960
2018,Oklahoma,OK,5,democrat,121149,238960
2018,Oregon,OR,1,democrat,231198,363249
2018,Oregon,OR,1,republican,116446,363249
2018,Oregon,OR,2,republican,207597,368709
2018,Oregon,OR,2,democrat,145298,368709
2018,Oregon,OR,3,democrat,279019,384326
2018,Oregon,OR,3,republican,76187,384326
2018,Oregon,OR,4,republican,152414,372893
2018,Oregon,OR,4,democrat,208710,372893
2018,Oregon,OR,5,republican,149887,358469
2018,Oregon,OR,5,democrat,197187,358469
2018,Pennsylvania,PA,1,democrat,160745,329798
2018,Pennsylvania,PA,1,republican,169053,329798
2018,Pennsylvania,PA,2,democrat,159600,201982
2018,Pennsylvania,PA,2,republican,42382,201982
2018,Pennsylvania,PA,3,democrat,287610,307997
2018,Pennsylvania,PA,3,republican,20387,307997
2018,Pennsylvania,PA,4,democrat,211524,332991
2018,Pennsylvania,PA,4,republican,121467,332991
2018,Pennsylvania,PA,5,democrat,198639,304714
2018,Pennsylvania,PA,5,republican,106075,304714
2018,Pennsylvania,PA,6,democrat,177704,301828
2018,Pennsylvania,PA,6,republican,124124,301828
2018,Pennsylvania,PA,7,democrat,140813,263261
2018,Pennsylvania,PA,7,republican,114437,263261
2018,Pennsylvania,PA,8,democrat,135603,248166
2018,Pennsylvania,PA,8,republican,112563,248166
2018,Pennsylvania,PA,9,democrat,100204,248927
2018,Pennsylvania,PA,9,republican,148723,248927
2018,Pennsylvania,PA,10,democrat,141668,291033
2018,Pennsylvania,PA,10,republican,149365,291033
2018,Pennsylvania,PA,11,democrat,113876,277584
2018,Pennsylvania,PA,11,republican,163708,277584
2018,Pennsylvania,PA,12,democrat,82825,243872
2018,Pennsylvania,PA,12,republican,161047,243872
2018,Pennsylvania,PA,13,democrat,74733,253266
2018,Pennsylvania,PA,13,republican,178533,253266
2018,Pennsylvania,PA,14,democrat,110051,261437
2018,Pennsylvania,PA,14,republican,151386,261437
2018,Pennsylvania,PA,15,democrat,78327,243572
2018,Pennsylvania,PA,15,republican,165245,243572
2018,Pennsylvania,PA,16,democrat,124109,262396
2018,Pennsylvania,PA,16,republican,135348,262396
2018,Pennsylvania,PA,17,democrat,183162,325579
2018,Pennsylvania,PA,17,republican,142417,325579
2018,Pennsylvania,PA,18,democrat,231472,231472
2018,Rhode Island,RI,1,democrat,116099,174083
2018,Rhode Island,RI,1,republican,57567,174083
2018,Rhode Island,RI,2,democrat,126476,199197
2018,Rhode Island,RI,2,republican,72271,199197
2018,South Carolina,SC,1,democrat,145455,287433
2018,South Carolina,SC,1,republican,141473,287433
2018,South Carolina,SC,2,democrat,109199,257139
2018,South Carolina,SC,2,republican,144642,257139
2018,South Carolina,SC,3,democrat,70046,226204
2018,South Carolina,SC,3,republican,153338,226204
2018,South Carolina,SC,4,democrat,89182,243950
2018,South Carolina,SC,4,republican,145321,243950
2018,South Carolina,SC,5,democrat,103129,248579
2018,South Carolina,SC,5,republican,141757,248579
2018,South Carolina,SC,6,democrat,144765,206433
2018,South Carolina,SC,6,republican,58282,206433
2018,South Carolina,SC,7,democrat,96564,239554
2018,South Carolina,SC,7,republican,142681,239554
2018,South Dakota,SD,0,republican,202446,335471
2018,South Dakota,SD,0,democrat,120816,335471
2018,Tennessee,TN,1,democrat,47138,224282
2018,Tennessee,TN,1,republican,172835,224282
2018,Tennessee,TN,2,democrat,86668,262134
2018,Tennessee,TN,2,republican,172856,262134
2018,Tennessee,TN,3,republican,156512,245765
2018,Tennessee,TN,3,democrat,84731,245765
2018,Tennessee,TN,4,democrat,78065,232451
2018,Tennessee,TN,4,republican,147323,232451
2018,Tennessee,TN,5,democrat,177923,262248
2018,Tennessee,TN,5,republican,84317,262248
2018,Tennessee,TN,6,democrat,70370,248740
2018,Tennessee,TN,6,republican,172810,248740
2018,Tennessee,TN,7,democrat,81661,254384
2018,Tennessee,TN,7,republican,170071,254384
2018,Tennessee,TN,8,republican,168030,248345
2018,Tennessee,TN,8,democrat,74755,248345
2018,Tennessee,TN,9,republican,34901,181476
2018,Tennessee,TN,9,democrat,145139,181476
2018,Texas,TX,1,republican,168165,232720
2018,Texas,TX,1,democrat,61263,232720
2018,Texas,TX,2,republican,139188,263392
2018,Texas,TX,2,democrat,119992,263392
2018,Texas,TX,3,republican,169520,312511
2018,Texas,TX,3,democrat,138234,312511
2018,Texas,TX,4,republican,188667,249245
2018,Texas,TX,4,democrat,57400,249245
2018,Texas,TX,5,republican,130617,209507
2018,Texas,TX,5,democrat,78666,209507
2018,Texas,TX,6,republican,135961,256042
2018,Texas,TX,6,democrat,116350,256042
2018,Texas,TX,7,republican,115642,243601
2018,Texas,TX,7,democrat,127959,243601
2018,Texas,TX,8,republican,200619,273170
2018,Texas,TX,8,democrat,67930,273170
2018,Texas,TX,9,democrat,136256,153001
2018,Texas,TX,10,republican,157166,307827
2018,Texas,TX,10,democrat,144034,307827
2018,Texas,TX,11,republican,176603,220377
2018,Texas,TX,11,democrat,40631,220377
2018,Texas,TX,12,republican,172557,268491
2018,Texas,TX,12,democrat,90994,268491
2018,Texas,TX,13,republican,169027,207285
2018,Texas,TX,13,democrat,35083,207285
2018,Texas,TX,14,republican,138942,234528
2018,Texas,TX,14,democrat,92212,234528
2018,Texas,TX,15,republican,63862,164802
2018,Texas,TX,15,democrat,98333,164802
2018,Texas,TX,16,republican,49127,181754
2018,Texas,TX,16,democrat,124437,181754
2018,Texas,TX,17,republican,134841,237351
2018,Texas,TX,17,democrat,98070,237351
2018,Texas,TX,18,republican,38368,184332
2018,Texas,TX,18,democrat,138704,184332
2018,Texas,TX,19,republican,151946,201985
2018,Texas,TX,19,democrat,50039,201985
2018,Texas,TX,20,democrat,139038,171963
2018,Texas,TX,21,republican,177654,353617
2018,Texas,TX,21,democrat,168421,353617
2018,Texas,TX,22,republican,152750,297405
2018,Texas,TX,22,democrat,138153,297405
2018,Texas,TX,23,republican,103285,210069
2018,Texas,TX,23,democrat,102359,210069
2018,Texas,TX,24,republican,133317,263418
2018,Texas,TX,24,democrat,125231,263418
2018,Texas,TX,25,republican,163023,304553
2018,Texas,TX,25,democrat,136385,304553
2018,Texas,TX,26,republican,185551,312505
2018,Texas,TX,26,democrat,121938,312505
2018,Texas,TX,27,republican,125118,207421
2018,Texas,TX,27,democrat,75929,207421
2018,Texas,TX,28,democrat,117494,139226
2018,Texas,TX,29,republican,28098,117494
2018,Texas,TX,29,democrat,88188,117494
2018,Texas,TX,30,democrat,166784,183174
2018,Texas,TX,31,republican,144680,286007
2018,Texas,TX,31,democrat,136362,286007
2018,Texas,TX,32,republican,126101,275620
2018,Texas,TX,32,democrat,144067,275620
2018,Texas,TX,33,republican,26120,119224
2018,Texas,TX,33,democrat,90805,119224
2018,Texas,TX,34,republican,57243,143068
2018,Texas,TX,34,democrat,85825,143068
2018,Texas,TX,35,republican,50553,194067
2018,Texas,TX,35,democrat,138278,194067
2018,Texas,TX,36,republican,161048,221956
2018,Texas,TX,36,democrat,60908,221956
2018,Utah,UT,1,democrat,63308,254333
2018,Utah,UT,1,republican,156692,254333
2018,Utah,UT,2,republican,151489,270044
2018,Utah,UT,2,democrat,105051,270044
2018,Utah,UT,3,republican,174856,258858
2018,Utah,UT,3,democrat,70686,258858
2018,Utah,UT,4,republican,134270,269271
2018,Utah,UT,4,democrat,134964,269271
2018,Vermont,VT,0,republican,70705,272451
2018,Vermont,VT,0,democrat,188547,272451
2018,Virginia,VA,1,republican,183250,332101
2018,Virginia,VA,1,democrat,148464,332101
2018,Virginia,VA,2,republican,133458,273400
2018,Virginia,VA,2,democrat,139571,273400
2018,Virginia,VA,3,democrat,198615,217722
2018,Virginia,VA,4,republican,107706,299854
2018,Virginia,VA,4,democrat,187642,299854
2018,Virginia,VA,5,republican,165339,310926
2018,Virginia,VA,5,democrat,145040,310926
2018,Virginia,VA,6,republican,167957,281377
2018,Virginia,VA,6,democrat,113133,281377
2018,Virginia,VA,7,republican,169295,349803
2018,Virginia,VA,7,democrat,176079,349803
2018,Virginia,VA,8,republican,76899,324748
2018,Virginia,VA,8,democrat,247137,324748
2018,Virginia,VA,9,republican,160933,246980
2018,Virginia,VA,9,democrat,85833,246980
2018,Virginia,VA,10,republican,160841,367795
2018,Virginia,VA,10,democrat,206356,367795
2018,Virginia,VA,11,republican,83023,308250
2018,Virginia,VA,11,democrat,219191,308250
2018,Washington,WA,1,democrat,197209,332743
2018,Washington,WA,1,republican,135534,332743
2018,Washington,WA,2,democrat,210187,294833
2018,Washington,WA,3,republican,161819,307226
2018,Washington,WA,3,democrat,145407,307226
2018,Washington,WA,4,republican,141551,225336
2018,Washington,WA,4,democrat,83785,225336
2018,Washington,WA,5,republican,175422,320347
2018,Washington,WA,5,democrat,144925,320347
2018,Washington,WA,6,democrat,206409,323086
2018,Washington,WA,6,republican,116677,323086
2018,Washington,WA,7,democrat,329800,394681
2018,Washington,WA,7,republican,64881,394681
2018,Washington,WA,8,republican,148968,313057
2018,Washington,WA,8,democrat,164089,313057
2018,Washington,WA,9,democrat,163345,240567
2018,Washington,WA,9,democrat,77222,240567
2018,Washington,WA,10,democrat,166215,270075
2018,Washington,WA,10,republican,103860,270075
2018,West Virginia,WV,1,republican,127997,198214
2018,West Virginia,WV,1,democrat,70217,198214
2018,West Virginia,WV,2,republican,110504,204792
2018,West Virginia,WV,2,democrat,88011,204792
2018,West Virginia,WV,3,republican,98645,174985
2018,West Virginia,WV,3,democrat,76340,174985
2018,Wisconsin,WI,1,republican,177492,325317
2018,Wisconsin,WI,1,democrat,137508,325317
2018,Wisconsin,WI,2,democrat,309116,317295
2018,Wisconsin,WI,3,republican,126980,314989
2018,Wisconsin,WI,3,democrat,187888,314989
2018,Wisconsin,WI,4,republican,59091,273087
2018,Wisconsin,WI,4,democrat,206487,273087
2018,Wisconsin,WI,5,republican,225619,364288
2018,Wisconsin,WI,5,democrat,138385,364288
2018,Wisconsin,WI,6,republican,180311,325065
2018,Wisconsin,WI,6,democrat,144536,325065
2018,Wisconsin,WI,7,republican,194061,322840
2018,Wisconsin,WI,7,democrat,124307,322840
2018,Wisconsin,WI,8,republican,209410,328774
2018,Wisconsin,WI,8,democrat,119265,328774
2018,Wyoming,WY,0,republican,127963,201245
2018,Wyoming,WY,0,democrat,59903,201245
